"TIME","GEO","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2012","Notio Aigaio","Total","Total","Number","334,780",""
"2012","Kriti","Total","Total","Number","629,367",""
"2012","Spain","Total","Total","Number","46,818,219",""
"2012","Noroeste (ES)","Total","Total","Number","4,438,607",""
"2012","Galicia","Total","Total","Number","2,771,916",""
"2012","Principado de Asturias","Total","Total","Number","1,074,308",""
"2012","Cantabria","Total","Total","Number","592,383",""
"2012","Noreste (ES)","Total","Total","Number","4,489,468",""
"2012","País Vasco","Total","Total","Number","2,184,696",""
"2012","Comunidad Foral de Navarra","Total","Total","Number","640,014",""
"2012","La Rioja","Total","Total","Number","320,951",""
"2012","Aragón","Total","Total","Number","1,343,807",""
"2012","Comunidad de Madrid","Total","Total","Number","6,425,522",""
"2012","Comunidad de Madrid","Total","Total","Number","6,425,522",""
"2012","Centro (ES)","Total","Total","Number","5,747,956",""
"2012","Castilla y León","Total","Total","Number","2,537,685",""
"2012","Castilla-la Mancha","Total","Total","Number","2,105,935",""
"2012","Extremadura","Total","Total","Number","1,104,336",""
"2012","Este (ES)","Total","Total","Number","13,625,356",""
"2012","Cataluña","Total","Total","Number","7,514,991",""
"2012","Comunidad Valenciana","Total","Total","Number","5,009,650",""
"2012","Illes Balears","Total","Total","Number","1,100,715",""
"2012","Sur (ES)","Total","Total","Number","10,005,372",""
"2012","Andalucía","Total","Total","Number","8,377,810",""
"2012","Región de Murcia","Total","Total","Number","1,461,925",""
"2012","Ciudad Autónoma de Ceuta (ES)","Total","Total","Number","83,845",""
"2012","Ciudad Autónoma de Melilla (ES)","Total","Total","Number","81,792",""
"2012","Canarias (ES)","Total","Total","Number","2,085,938",""
"2012","Canarias (ES)","Total","Total","Number","2,085,938",""
"2012","France","Total","Total","Number","65,276,983",""
"2012","Île de France","Total","Total","Number","11,898,502",""
"2012","Île de France","Total","Total","Number","11,898,502",""
"2012","Croatia","Total","Total","Number","4,275,984",""
"2012","Hrvatska","Total","Total","Number","4,275,984",""
"2012","Jadranska Hrvatska","Total","Total","Number","1,410,551",""
"2012","Kontinentalna Hrvatska","Total","Total","Number","2,865,433",""
"2012","Italy","Total","Total","Number","59,394,207",""
"2012","Nord-Ovest","Total","Total","Number","15,752,503",""
"2012","Piemonte","Total","Total","Number","4,357,663",""
"2012","Valle d'Aosta/Vallée d'Aoste","Total","Total","Number","126,620",""
"2012","Liguria","Total","Total","Number","1,567,339",""
"2012","Lombardia","Total","Total","Number","9,700,881",""
"2012","Nord-Est","Total","Total","Number","11,442,262",""
"2012","Provincia Autonoma di Bolzano/Bozen","Total","Total","Number","504,708",""
"2012","Provincia Autonoma di Trento","Total","Total","Number","524,877",""
"2012","Veneto","Total","Total","Number","4,853,657",""
"2012","Friuli-Venezia Giulia","Total","Total","Number","1,217,780",""
"2012","Emilia-Romagna","Total","Total","Number","4,341,240",""
"2012","Centro (IT)","Total","Total","Number","11,591,705",""
"2012","Toscana","Total","Total","Number","3,667,780",""
"2012","Umbria","Total","Total","Number","883,215",""
"2012","Marche","Total","Total","Number","1,540,688",""
"2012","Lazio","Total","Total","Number","5,500,022",""
"2012","Sud","Total","Total","Number","13,970,037",""
"2012","Abruzzo","Total","Total","Number","1,306,416",""
"2012","Molise","Total","Total","Number","313,145",""
"2012","Campania","Total","Total","Number","5,764,424",""
"2012","Puglia","Total","Total","Number","4,050,072",""
"2012","Basilicata","Total","Total","Number","577,562",""
"2012","Calabria","Total","Total","Number","1,958,418",""
"2012","Isole","Total","Total","Number","6,637,700",""
"2012","Sicilia","Total","Total","Number","4,999,854",""
"2012","Sardegna","Total","Total","Number","1,637,846",""
"2012","Cyprus","Total","Total","Number","862,011",""
"2012","Kypros","Total","Total","Number","862,011",""
"2012","Kypros","Total","Total","Number","862,011",""
"2012","Latvia","Total","Total","Number","2,044,813",""
"2012","Latvija","Total","Total","Number","2,044,813",""
"2012","Latvija","Total","Total","Number","2,044,813",""
"2012","Lithuania","Total","Total","Number","3,003,641",""
"2012","Lietuva","Total","Total","Number","3,003,641",""
"2012","Luxembourg","Total","Total","Number","524,853",""
"2012","Luxembourg","Total","Total","Number","524,853",""
"2012","Luxembourg","Total","Total","Number","524,853",""
"2012","Hungary","Total","Total","Number","9,931,925","b"
"2012","Közép-Magyarország","Total","Total","Number","2,940,818","b"
"2012","Dunántúl","Total","Total","Number","2,995,203","b"
"2012","Közép-Dunántúl","Total","Total","Number","1,079,589","b"
"2012","Nyugat-Dunántúl","Total","Total","Number","984,399","b"
"2012","Dél-Dunántúl","Total","Total","Number","931,215","b"
"2012","Alföld és Észak","Total","Total","Number","3,995,904","b"
"2012","Észak-Magyarország","Total","Total","Number","1,200,831","b"
"2012","Észak-Alföld","Total","Total","Number","1,498,795","b"
"2012","Dél-Alföld","Total","Total","Number","1,296,278","b"
"2012","Malta","Total","Total","Number","417,546",""
"2012","Malta","Total","Total","Number","417,546",""
"2012","Malta","Total","Total","Number","417,546",""
"2012","Netherlands","Total","Total","Number","16,730,348",""
"2012","Noord-Nederland","Total","Total","Number","1,718,896",""
"2012","Groningen","Total","Total","Number","580,875",""
"2012","Friesland (NL)","Total","Total","Number","647,214",""
"2012","Drenthe","Total","Total","Number","490,807",""
"2012","Oost-Nederland","Total","Total","Number","3,543,938",""
"2012","Overijssel","Total","Total","Number","1,137,668",""
"2012","Gelderland","Total","Total","Number","2,010,745",""
"2012","Flevoland","Total","Total","Number","395,525",""
"2012","West-Nederland","Total","Total","Number","7,880,753",""
"2012","Utrecht","Total","Total","Number","1,237,117",""
"2012","Noord-Holland","Total","Total","Number","2,709,822",""
"2012","Zuid-Holland","Total","Total","Number","3,552,407",""
"2012","Zeeland","Total","Total","Number","381,407",""
"2012","Zuid-Nederland","Total","Total","Number","3,586,761",""
"2012","Noord-Brabant","Total","Total","Number","2,463,686",""
"2012","Limburg (NL)","Total","Total","Number","1,123,075",""
"2012","Austria","Total","Total","Number","8,408,121",""
"2012","Ostösterreich","Total","Total","Number","3,617,321",""
"2012","Burgenland (AT)","Total","Total","Number","285,782",""
"2012","Niederösterreich","Total","Total","Number","1,614,455",""
"2012","Wien","Total","Total","Number","1,717,084",""
"2012","Südösterreich","Total","Total","Number","1,764,723",""
